starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 14 18:15:29 2023	1694704529	0	6	6	6
Thu Sep 14 18:15:27 2023	1694704527	0	6	6	6
Thu Sep 14 18:15:27 2023	1694704527	1	5	6	5
Thu Sep 14 18:15:27 2023	1694704527	0	7	7	7
Thu Sep 14 18:15:29 2023	1694704529	0	7	7	7
Thu Sep 14 18:15:28 2023	1694704528	0	7	7	7
Thu Sep 14 18:15:28 2023	1694704528	0	7	7	7
Thu Sep 14 18:15:30 2023	1694704530	1	6	7	6
Thu Sep 14 18:15:27 2023	1694704527	0	7	7	7
Thu Sep 14 18:15:29 2023	1694704529	0	7	7	7
Thu Sep 14 18:15:27 2023	1694704527	0	7	7	7
Thu Sep 14 18:15:28 2023	1694704528	0	7	7	7
Thu Sep 14 18:15:28 2023	1694704528	0	7	7	7
Thu Sep 14 18:15:29 2023	1694704529	0	7	7	7
Thu Sep 14 18:15:29 2023	1694704529	0	7	7	7
Thu Sep 14 18:15:27 2023	1694704527	0	7	7	7
Thu Sep 14 18:15:28 2023	1694704528	0	7	7	7
Thu Sep 14 18:15:30 2023	1694704530	0	8	8	8
Thu Sep 14 18:15:26 2023	1694704526	0	8	8	8
Thu Sep 14 18:15:29 2023	1694704529	0	8	8	8
Thu Sep 14 18:15:28 2023	1694704528	1	7	8	7
Thu Sep 14 18:15:28 2023	1694704528	0	8	8	8
Thu Sep 14 18:15:28 2023	1694704528	0	8	8	8
Thu Sep 14 18:15:27 2023	1694704527	1	7	8	7
Thu Sep 14 18:15:27 2023	1694704527	0	8	8	8
Thu Sep 14 18:15:29 2023	1694704529	0	8	8	8
Thu Sep 14 18:15:28 2023	1694704528	0	8	8	8
Thu Sep 14 18:15:30 2023	1694704530	1	7	8	6
Thu Sep 14 18:15:27 2023	1694704527	0	8	8	8
Thu Sep 14 18:15:26 2023	1694704526	0	8	8	8
Thu Sep 14 18:15:28 2023	1694704528	0	8	8	8
Thu Sep 14 18:15:27 2023	1694704527	0	8	8	8
Thu Sep 14 18:15:29 2023	1694704529	0	8	8	7
Thu Sep 14 18:15:27 2023	1694704527	0	8	8	7
Thu Sep 14 18:15:27 2023	1694704527	0	8	8	8
Thu Sep 14 18:15:27 2023	1694704527	0	8	8	8
Thu Sep 14 18:15:28 2023	1694704528	0	8	8	8
Thu Sep 14 18:15:28 2023	1694704528	0	9	9	9
Thu Sep 14 18:15:30 2023	1694704530	0	9	9	9
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	7
Thu Sep 14 18:15:29 2023	1694704529	1	8	9	6
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	9
Thu Sep 14 18:15:30 2023	1694704530	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	1	8	9	8
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	8
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	9
Thu Sep 14 18:15:28 2023	1694704528	0	9	9	9
Thu Sep 14 18:15:29 2023	1694704529	1	8	9	8
Thu Sep 14 18:15:29 2023	1694704529	1	8	9	7
Thu Sep 14 18:15:27 2023	1694704527	1	8	9	7
Thu Sep 14 18:15:28 2023	1694704528	1	8	9	8
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	8
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	1	8	9	8
Thu Sep 14 18:15:30 2023	1694704530	1	8	9	8
Thu Sep 14 18:15:28 2023	1694704528	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	9
Thu Sep 14 18:15:28 2023	1694704528	1	8	9	7
Thu Sep 14 18:15:28 2023	1694704528	0	9	9	8
Thu Sep 14 18:15:30 2023	1694704530	0	9	9	9
Thu Sep 14 18:15:29 2023	1694704529	1	8	9	8
Thu Sep 14 18:15:28 2023	1694704528	1	8	9	8
Thu Sep 14 18:15:29 2023	1694704529	1	8	9	8
Thu Sep 14 18:15:29 2023	1694704529	1	8	9	8
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	1	8	9	8
Thu Sep 14 18:15:30 2023	1694704530	0	9	9	9
Thu Sep 14 18:15:30 2023	1694704530	1	8	9	8
Thu Sep 14 18:15:26 2023	1694704526	0	9	9	8
Thu Sep 14 18:15:30 2023	1694704530	0	9	9	8
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	9
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	7
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	9
Thu Sep 14 18:15:30 2023	1694704530	1	8	9	8
Thu Sep 14 18:15:30 2023	1694704530	0	9	9	9
Thu Sep 14 18:15:28 2023	1694704528	0	9	9	9
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	9
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	1	8	9	8
Thu Sep 14 18:15:27 2023	1694704527	0	9	9	9
Thu Sep 14 18:15:29 2023	1694704529	0	9	9	9
Thu Sep 14 18:15:26 2023	1694704526	0	9	9	9
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	9
Thu Sep 14 18:15:30 2023	1694704530	0	10	10	9
Thu Sep 14 18:15:30 2023	1694704530	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	1	9	10	9
Thu Sep 14 18:15:29 2023	1694704529	1	9	10	9
Thu Sep 14 18:15:29 2023	1694704529	1	9	10	9
Thu Sep 14 18:15:28 2023	1694704528	1	9	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:30 2023	1694704530	1	9	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	9
Thu Sep 14 18:15:26 2023	1694704526	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	9
Thu Sep 14 18:15:29 2023	1694704529	1	9	10	9
Thu Sep 14 18:15:28 2023	1694704528	1	9	10	9
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	8
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	7
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	7
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	1	9	10	8
Thu Sep 14 18:15:30 2023	1694704530	1	9	10	9
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:30 2023	1694704530	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	1	9	10	9
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:30 2023	1694704530	1	9	10	9
Thu Sep 14 18:15:27 2023	1694704527	1	9	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	1	9	10	9
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	9
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:30 2023	1694704530	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:26 2023	1694704526	1	9	10	9
Thu Sep 14 18:15:29 2023	1694704529	1	9	10	8
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	1	9	10	8
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	9
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	9
Thu Sep 14 18:15:27 2023	1694704527	0	10	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	1	9	10	9
Thu Sep 14 18:15:27 2023	1694704527	1	9	10	9
Thu Sep 14 18:15:28 2023	1694704528	0	10	10	10
Thu Sep 14 18:15:28 2023	1694704528	1	9	10	9
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:30 2023	1694704530	0	11	11	10
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	8
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:30 2023	1694704530	0	11	11	11
Thu Sep 14 18:15:26 2023	1694704526	1	10	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	1	10	11	6
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	10
Thu Sep 14 18:15:26 2023	1694704526	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	1	10	11	9
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	10
Thu Sep 14 18:15:26 2023	1694704526	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	10
Thu Sep 14 18:15:30 2023	1694704530	1	10	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	1	10	11	10
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	10
Thu Sep 14 18:15:27 2023	1694704527	1	10	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	1	10	11	10
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	10
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:30 2023	1694704530	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	10
Thu Sep 14 18:15:26 2023	1694704526	1	10	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	9
Thu Sep 14 18:15:26 2023	1694704526	0	11	11	11
Thu Sep 14 18:15:26 2023	1694704526	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	10
Thu Sep 14 18:15:26 2023	1694704526	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:30 2023	1694704530	0	11	11	11
Thu Sep 14 18:15:26 2023	1694704526	1	10	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	1	10	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	10
Thu Sep 14 18:15:26 2023	1694704526	0	11	11	11
Thu Sep 14 18:15:30 2023	1694704530	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	1	10	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	1	10	11	10
Thu Sep 14 18:15:26 2023	1694704526	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	10
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	0	11	11	11
Thu Sep 14 18:15:28 2023	1694704528	1	10	11	10
Thu Sep 14 18:15:28 2023	1694704528	0	11	11	11
Thu Sep 14 18:15:27 2023	1694704527	0	11	11	11
Thu Sep 14 18:15:29 2023	1694704529	1	11	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	11
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	11
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	11
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	10
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	10
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	1	11	12	11
Thu Sep 14 18:15:29 2023	1694704529	1	11	12	11
Thu Sep 14 18:15:29 2023	1694704529	1	11	12	11
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	11
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	9
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:30 2023	1694704530	1	11	12	10
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	11
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	1	11	12	10
Thu Sep 14 18:15:30 2023	1694704530	1	11	12	11
Thu Sep 14 18:15:29 2023	1694704529	1	11	12	11
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	1	11	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	1	11	12	11
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	7
Thu Sep 14 18:15:27 2023	1694704527	1	11	12	11
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	1	11	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	1	11	12	11
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	11
Thu Sep 14 18:15:27 2023	1694704527	1	11	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	1	11	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:26 2023	1694704526	1	11	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	11
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	1	11	12	10
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	1	11	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	1	11	12	8
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	1	11	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	11
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	12
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:30 2023	1694704530	1	11	12	11
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	12
Thu Sep 14 18:15:30 2023	1694704530	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	11
Thu Sep 14 18:15:27 2023	1694704527	1	11	12	11
Thu Sep 14 18:15:27 2023	1694704527	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	0	12	12	12
Thu Sep 14 18:15:29 2023	1694704529	1	12	12	12
Thu Sep 14 18:15:26 2023	1694704526	0	12	12	11
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	12	12	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	10
Thu Sep 14 18:15:27 2023	1694704527	1	12	13	10
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	12
Thu Sep 14 18:15:30 2023	1694704530	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	12
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	11
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	12
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	12
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	12
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	12
Thu Sep 14 18:15:29 2023	1694704529	1	12	13	12
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	12
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:30 2023	1694704530	0	13	13	12
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:30 2023	1694704530	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	11
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	1	12	13	11
Thu Sep 14 18:15:26 2023	1694704526	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	1	12	13	12
Thu Sep 14 18:15:27 2023	1694704527	1	12	13	12
Thu Sep 14 18:15:30 2023	1694704530	0	13	13	12
Thu Sep 14 18:15:26 2023	1694704526	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	11
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	1	12	13	10
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	9
Thu Sep 14 18:15:30 2023	1694704530	0	13	13	12
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	1	12	13	12
Thu Sep 14 18:15:29 2023	1694704529	1	12	13	12
Thu Sep 14 18:15:30 2023	1694704530	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:26 2023	1694704526	1	12	13	11
Thu Sep 14 18:15:26 2023	1694704526	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	12
Thu Sep 14 18:15:27 2023	1694704527	1	12	13	12
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	1	12	13	12
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	1	12	13	10
Thu Sep 14 18:15:29 2023	1694704529	1	12	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	12
Thu Sep 14 18:15:28 2023	1694704528	0	13	13	13
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	12
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	12
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	12
Thu Sep 14 18:15:30 2023	1694704530	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	1	12	13	12
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	9
Thu Sep 14 18:15:28 2023	1694704528	1	12	13	12
Thu Sep 14 18:15:29 2023	1694704529	0	13	13	13
Thu Sep 14 18:15:26 2023	1694704526	0	13	13	13
Thu Sep 14 18:15:27 2023	1694704527	0	13	13	13
